#BeginHeader,71
#FormatType,NR-500\NORMAL
#FormatVersion,R5.00.00
Title,
Unit Number,MASTER,UNIT1,UNIT2,UNIT3,UNIT4,UNIT5,UNIT6,UNIT7,UNIT8
Unit,NR-500,(1)EN,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined,Undefined

Acquisition Mode,Normal Mode
Time of Starting Acq.,10/22/2023 20:05:04,606000
Sampling Rate,1ms
Data amount,10000
Output option,Standard

Unit Common
Unit Group,NR-EN16 Common
Unit Sampling Rate,1ms
Function Setting,***
AD Integration Time,***
Anti-aliasing filter,***
Burnout detection,***
Digital filter,***
Additional Setting,***
Digital filter,***
Stop Prediction,***

Discrete EN unit
Unit,(1)EN
Error value,Lower Limit
Communication/Connected device error,***
Value empty,***
Over up lm,***
Under lw lm,***
Power out,24V/0.6A

Trigger Setting
Manual Trigger,OFF
External trigger input,ON
Edge Trigger,OFF
Edge Trigger target unit,None
Pre/Post Trigger,Not Used
No. of Points,0

Channel Setting,
Channel Number,,(1)EN-CH01
Waveform Name,,"LK-G5000 series"
Input,,LK-G5000 series
Unit,,"mm"
Function,,
Hold,,***
Edge Trigger,,Not Used
Trig level,,
Hysteresis,,
Smoothing,,OFF
No. of Points,,
Scaling,,OFF
Acquired value 1,,
Acquired value 2,,
Displayed value 1,,
Displayed value 2,,
Coupling,,
SensorType,,
Low-pass filter,,
High-pass filter,,
Sensitive,,
Basic unit,,
Polarity,,
Threshold,,
Hysteresis,,
Divider,,

#EndHeader,Date/Time (µs),(1)EN-CH01
10/22/2023 20:05:22,006000,-1000.000
10/22/2023 20:05:22,007000,-1000.000
10/22/2023 20:05:22,008000,-1000.000
10/22/2023 20:05:22,009000,-1000.000
10/22/2023 20:05:22,010000,-1000.000
10/22/2023 20:05:22,011000,-1000.000
10/22/2023 20:05:22,012000,-1000.000
10/22/2023 20:05:22,013000,-1000.000
10/22/2023 20:05:22,014000,-1000.000
10/22/2023 20:05:22,015000,-1000.000
10/22/2023 20:05:22,016000,-1000.000
10/22/2023 20:05:22,017000,-1000.000
10/22/2023 20:05:22,018000,-1000.000
10/22/2023 20:05:22,019000,-1000.000
10/22/2023 20:05:22,020000,-1000.000
10/22/2023 20:05:22,021000,-1000.000
10/22/2023 20:05:22,022000,-1000.000
10/22/2023 20:05:22,023000,-1000.000
10/22/2023 20:05:22,024000,-1000.000
10/22/2023 20:05:22,025000,-1000.000
10/22/2023 20:05:22,026000,-1000.000
10/22/2023 20:05:22,027000,-1000.000
10/22/2023 20:05:22,028000,-1000.000
10/22/2023 20:05:22,029000,-1000.000
10/22/2023 20:05:22,030000,-1000.000
10/22/2023 20:05:22,031000,-1000.000
10/22/2023 20:05:22,032000,-1000.000
10/22/2023 20:05:22,033000,-1000.000
10/22/2023 20:05:22,034000,-1000.000
10/22/2023 20:05:22,035000,-1000.000
10/22/2023 20:05:22,036000,-1000.000
10/22/2023 20:05:22,037000,-1000.000
10/22/2023 20:05:22,038000,-1000.000
10/22/2023 20:05:22,039000,-1000.000
10/22/2023 20:05:22,040000,-1000.000
10/22/2023 20:05:22,041000,-1000.000
10/22/2023 20:05:22,042000,-1000.000
10/22/2023 20:05:22,043000,-1000.000
10/22/2023 20:05:22,044000,-1000.000
10/22/2023 20:05:22,045000,-1000.000
10/22/2023 20:05:22,046000,-1000.000
10/22/2023 20:05:22,047000,-1000.000
10/22/2023 20:05:22,048000,-1000.000
10/22/2023 20:05:22,049000,-1000.000
10/22/2023 20:05:22,050000,-1000.000
10/22/2023 20:05:22,051000,-1000.000
10/22/2023 20:05:22,052000,-1000.000
10/22/2023 20:05:22,053000,-1000.000
10/22/2023 20:05:22,054000,-1000.000
10/22/2023 20:05:22,055000,-1000.000
10/22/2023 20:05:22,056000,-1000.000
10/22/2023 20:05:22,057000,-1000.000
10/22/2023 20:05:22,058000,-1000.000
10/22/2023 20:05:22,059000,-1000.000
10/22/2023 20:05:22,060000,-1000.000
10/22/2023 20:05:22,061000,-1000.000
10/22/2023 20:05:22,062000,-1000.000
10/22/2023 20:05:22,063000,-1000.000
10/22/2023 20:05:22,064000,-1000.000
10/22/2023 20:05:22,065000,-1000.000
10/22/2023 20:05:22,066000,-1000.000
10/22/2023 20:05:22,067000,-1000.000
10/22/2023 20:05:22,068000,-1000.000
10/22/2023 20:05:22,069000,-1000.000
10/22/2023 20:05:22,070000,-1000.000
10/22/2023 20:05:22,071000,-1000.000
10/22/2023 20:05:22,072000,-1000.000
10/22/2023 20:05:22,073000,-1000.000
10/22/2023 20:05:22,074000,-1000.000
10/22/2023 20:05:22,075000,-1000.000
10/22/2023 20:05:22,076000,-1000.000
10/22/2023 20:05:22,077000,-1000.000
10/22/2023 20:05:22,078000,-1000.000
10/22/2023 20:05:22,079000,-1000.000
10/22/2023 20:05:22,080000,-1000.000
10/22/2023 20:05:22,081000,-1000.000
10/22/2023 20:05:22,082000,-1000.000
10/22/2023 20:05:22,083000,-1000.000
10/22/2023 20:05:22,084000,-1000.000
10/22/2023 20:05:22,085000,-1000.000
10/22/2023 20:05:22,086000,-1000.000
10/22/2023 20:05:22,087000,-1000.000
10/22/2023 20:05:22,088000,-1000.000
10/22/2023 20:05:22,089000,-1000.000
10/22/2023 20:05:22,090000,-1000.000
10/22/2023 20:05:22,091000,-1000.000
10/22/2023 20:05:22,092000,-1000.000
10/22/2023 20:05:22,093000,-1000.000
10/22/2023 20:05:22,094000,-1000.000
10/22/2023 20:05:22,095000,-1000.000
10/22/2023 20:05:22,096000,-1000.000
10/22/2023 20:05:22,097000,-1000.000
10/22/2023 20:05:22,098000,-1000.000
10/22/2023 20:05:22,099000,-1000.000
10/22/2023 20:05:22,100000,-1000.000
10/22/2023 20:05:22,101000,-1000.000
10/22/2023 20:05:22,102000,-1000.000
10/22/2023 20:05:22,103000,-1000.000
10/22/2023 20:05:22,104000,-1000.000
10/22/2023 20:05:22,105000,-1000.000
10/22/2023 20:05:22,106000,-1000.000
10/22/2023 20:05:22,107000,-1000.000
10/22/2023 20:05:22,108000,-1000.000
10/22/2023 20:05:22,109000,-1000.000
10/22/2023 20:05:22,110000,-1000.000
10/22/2023 20:05:22,111000,-1000.000
10/22/2023 20:05:22,112000,-1000.000
10/22/2023 20:05:22,113000,-1000.000
10/22/2023 20:05:22,114000,-1000.000
10/22/2023 20:05:22,115000,-1000.000
10/22/2023 20:05:22,116000,-1000.000
10/22/2023 20:05:22,117000,-1000.000
10/22/2023 20:05:22,118000,-1000.000
10/22/2023 20:05:22,119000,-1000.000
10/22/2023 20:05:22,120000,-1000.000
10/22/2023 20:05:22,121000,-1000.000
10/22/2023 20:05:22,122000,-1000.000
10/22/2023 20:05:22,123000,-1000.000
10/22/2023 20:05:22,124000,-1000.000
10/22/2023 20:05:22,125000,-1000.000
10/22/2023 20:05:22,126000,-1000.000
10/22/2023 20:05:22,127000,-1000.000
10/22/2023 20:05:22,128000,-1000.000
10/22/2023 20:05:22,129000,-1000.000
10/22/2023 20:05:22,130000,-1000.000
10/22/2023 20:05:22,131000,-1000.000
10/22/2023 20:05:22,132000,-1000.000
10/22/2023 20:05:22,133000,-1000.000
10/22/2023 20:05:22,134000,-1000.000
10/22/2023 20:05:22,135000,-1000.000
10/22/2023 20:05:22,136000,-1000.000
10/22/2023 20:05:22,137000,-1000.000
10/22/2023 20:05:22,138000,-1000.000
10/22/2023 20:05:22,139000,-1000.000
10/22/2023 20:05:22,140000,-1000.000
10/22/2023 20:05:22,141000,-1000.000
